,date,text,score,senti
8613,2021.07.14.,중단된 백신 예약 시스템 뚫렸었다,-1,-1
8614,2021.07.14.,1849세 백신예약 먹통 없다…대가없이 또 뭉친 IT 어벤져스,-3,-1
8615,2021.07.14.,토스 vs 카페 증권 서비스로 ‘3차 격돌’,0,0
8616,2021.07.14.,주차 때 차에 번호남기기 불안KT “안심번호 050 쓰세요”,-1,-1
8617,2021.07.14.,신한은행 가입 한 번으로 9개 증권계좌 신규개설,0,0
8618,2021.07.14.,중복청약 안되는 카뱅…IPO 앞두고 눈치싸움,-2,-1
8619,2021.07.14.,마켓인‘왕좌의 게임’發 지각변동…자본시장에 불 붙은 OTT 경쟁,-2,-1
8620,2021.07.14.,대한민국 희망프로젝트715플랫폼 금융,2,1
8621,2021.07.15.,단독 카카오 등 공룡 플랫폼 문어발 확장 막는 MA 규정 검토,2,1
8622,2021.07.15.,카카오 세종서 정부청사 콜택시…쏘카 제주공항서 렌터카 셔틀 Digital,0,0
8623,2021.07.15.,돈 벌수 밖에 없는 상황…카카오게임즈 넷마블 게임株 ETF 쑥,-1,-1
8624,2021.07.15.,한은 디지털화폐 모의실험 카카오 그라운드X가 맡는다,-1,-1
8625,2021.07.15.,저축은행 고금리 예금 경쟁…대출 실탄 확보,2,1
8626,2021.07.15.,올림픽 온라인 생중계 웨이브서도 볼 수 있다,1,1
8627,2021.07.15.,‘매각 기대감’ 인터파크한샘 강세,1,1
8628,2021.07.15.,50대 26일부터 모더나 접종…50살 미만은 이제 AZ 안맞아,-1,-1
8629,2021.07.15.,CU 젊은 브랜드 전략 2030에 통했다,2,1
8630,2021.07.15.,국회發 차기 정부 금융감독 체계 개편논의 스타트이용우 의원 기재부금융위 추진,-1,-1
8631,2021.07.15.,회사 거꾸로 하면 사회…공공역할 커져,0,0
8632,2021.07.15.,이태형의 현장에서 ‘과유불급’이 부른 IPO 시장 공모가 논란,0,0
8633,2021.07.15.,“여름휴가 안전하게 다녀오려고”…2030 점심시간 ‘잔여백신’ 광클,0,0
8634,2021.07.15.,라방의 숨김없는 싼티날티 소리없이 불티 난다,-1,-1
8635,2021.07.16.,카카오 ‘그라운드 X’ 한은 CBDC 사업 따내,-1,-1
8636,2021.07.16.,카카오뱅크 공모가 논란…그래도 은행 vs 그래도 카카오,-1,-1
8637,2021.07.16.,국민주가 된 삼성전자카카오…외국인 이탈에도 증시 버팀목,0,0
8638,2021.07.16.,카카오 부진에 인터넷 뉴딜지수 뚝,-3,-1
8639,2021.07.16.,마카롱택시반반택시도 카카오T 콜 받는다,1,1
8640,2021.07.16.,카카오페이 공모가 비쌌나…상장 제동,0,0
8641,2021.07.16.,LG 카카오에 1천억원 투자미래차 전장부품 경쟁력 확대,3,1
8642,2021.07.16.,카카오뱅크 차별화사업범위 넓혀 금융플랫폼 1등 목표,-1,-1
8643,2021.07.16.,엔씨소프트 블소2 이르면 내달 초 출시…시장 지배력 회복 기대,6,1
8644,2021.07.16.,강릉강릉 용연계곡 국악캠프 참가자 모집,0,0
8645,2021.07.16.,백신 예약 먹통에…정부 결국 대기업에 SOS 도움 요청했다,-2,-1
8646,2021.07.16.,“창업은 세상 바꿀 기회… 뛰어드는게 청춘이다”,1,1
8647,2021.07.16.,상장기업분석 우리금융지주 디지털금융사로 도약 가속도,2,1
8648,2021.07.16.,공산당에 찍힌 中빅테크 투자주의보,-2,-1
8649,2021.07.16.,마켓인고평가 논란에 눈높이 낮춘 크래프톤…공모가 범위 하향,-3,-1
8650,2021.07.16.,토스뱅크 임직원에 통큰 스톡옵션,2,1
8651,2021.07.16.,QR 체크인백신접종 확인 동시에 다 되네,1,1
8652,2021.07.16.,글라스락 오로라 빛 담은 유리컵 신제품 공개,2,1
8653,2021.07.16.,“평점 낮으면 배차 불이익”… “택시기사 길들이기” 반발,-3,-1
8654,2021.07.18.,카카오 쾌속질주 가속도 붙나…카카오톡 구독 ON 써보니,1,1
8655,2021.07.18.,카카오톡 쇼핑서 알뜰쇼핑 어때요,0,0
8656,2021.07.18.,카뱅크래프톤카카오페이… 7말8초 ‘공모주 대전’ 개막,0,0
8657,2021.07.18.,호텔의 맛과 멋과 향을 집에서… 올여름 난 홈캉스할 거야,2,1
8658,2021.07.18.,증권신고서 고치세요 올해만 9곳…공모가 개입 논란,-1,-1
8659,2021.07.18.,먹통 반복 접종예약시스템 정부 결국 민간 IT 업체에 SOS,-3,-1
8660,2021.07.18.,증권사 추천상품 보면…돈버는 투자 전략이 보인다,2,1
8661,2021.07.18.,단독 대화 무차별 유출 페가수스 카톡도 노렸다,0,0
8662,2021.07.18.,동학개미 스승 박세익 쉽게 돈버는 시기 끝났다…지금 사도 좋은 종목은,3,1
8663,2021.07.18.,멜론만 ‘1’ 특혜 다른 곳은 8수수료 받은 SKT 적발,-3,-1
8664,2021.07.18.,대환대출 갈등 격화금융위 수수료 인하로 중재,-5,-1
8665,2021.07.18.,소비 패러다임 바꾼 뉴 커머스 일자리 보호도 고민해야동아시론서용구,-1,-1
8666,2021.07.18.,고맙습니다직장초년생 나에게 진심어린 배려와 조언… 세월 지났어도 따뜻,-1,-1
8667,2021.07.18.,취업 등용문 삼성 SW아카데미 950명 입학,0,0
8668,2021.07.18.,CEO 커피 한잔값 미니보험으로 빅테크 공세 차단,0,0
8669,2021.07.18.,5월 통화량 21조 늘어코로나공모주 등에 유동성 파티 이어진다,0,0
8670,2021.07.18.,한국철도형 뉴딜 시동…포스트 코로나미래 성장 다 잡는다,2,1
8671,2021.07.18.,델타변이 확산에 코스피 사흘째 하락…당분간 변동성 확대 불가피,-2,-1
8672,2021.07.18.,지역 청년들에게 IT 취업 노하우 전수…‘개발자 커리어 썰전’ 개최,2,1
8673,2021.07.18.,“빅테크만 좋은 일”… 대출 갈아타기 플랫폼에 은행권 반발,2,1
8674,2021.07.18.,대환대출 플랫폼 ‘빅테크 딜레마’,-1,-1
8675,2021.07.19.,카카오도 반한 배달로봇 뉴비 10월 시운전,0,0
8676,2021.07.19.,돈 벌수 밖에 없는 상황…카카오게임즈 넷마블 게임株 ETF 쑥,-1,-1
8677,2021.07.19.,LG 카카오모빌리티에 1000억 투자,1,1
8678,2021.07.19.,카카오 택배사업 진출,2,1
8679,2021.07.19.,카카오모빌리티 서비스 혁신이냐 독점 강화냐,2,1
8680,2021.07.19.,카카오 “별점 따라 배차”… 택시업계 반발,-1,-1
8681,2021.07.19.,카카오그룹 국내 5번째 시총 100조 전망,1,1
8682,2021.07.19.,카카오 ‘오딘’ 앱 마켓 매출 1위에…‘리니지 천하’ 모바일 게임시장 균열,1,1
8683,2021.07.19.,이슈분석K유니콘 중간최종 회수시장 강화로 선순환고리 만들어야,2,1
8684,2021.07.19.,KED Global에 뜬 韓기업 뉴스…외신들 앞다퉈 인용,0,0
8685,2021.07.19.,카뱅 “넘버원 소매은행금융 플랫폼 될 것,1,1
8686,2021.07.19.,줌인카뱅 윤호영의 자신감…IPO 이후 넘어야할 산은,4,1
8687,2021.07.19.,또 최고치 넘은 코스닥,2,1
8688,2021.07.19.,fn사설 공모주 슈퍼위크 증시도 체질 바꿔야,1,1
8689,2021.07.19.,주식 팔아 현금으로…MMF로 보름 만에 26조 몰렸다,-2,-1
8690,2021.07.19.,오너 못지 않네 주식 2700억 가진 월급쟁이는 누구,-2,-1
8691,2021.07.19.,‘역대최대 실적’ KB하나우리금융 유례없는 ‘중간배당’,-1,-1
8692,2021.07.19.,대환대출 플랫폼 수수료 더 낮춘다,-1,-1
8693,2021.07.19.,10억 이상 자산가 절반 美 증시보다 한국이 유망,1,1
8694,2021.07.19.,카뱅 윤호영 공모가 거품 논란에 “기존 은행과는 달라”,-2,-1
8695,2021.07.19.,정부 대기업 집단 계열 금융사 감독 강화,1,1
8696,2021.07.19.,삼성한화 등 6개 그룹 금융당국 감독 받는다,0,0
8697,2021.07.19.,고액자산가 64 서머랠리 온다…3600선 돌파 32,6,1
8698,2021.07.19.,혼란스러운 백신 예약 해명까지 먹통,-4,-1
8699,2021.07.19.,개인사업자 CB 확장 나선 카드사 새 수익원될까,4,1
8700,2021.07.19.,금융사가 대출 갈아타기 플랫폼 결정‥수수료도 최소화,-3,-1
8701,2021.07.20.,단독 네이버카카오 지도에 코로나 검사 혼잡정보 제공 추진,1,1
8702,2021.07.20.,카카오 세종서 정부청사 콜택시…쏘카 제주공항서 렌터카 셔틀 Digital,0,0
8703,2021.07.20.,네이버 4대 신사업 비중 첫 50 돌파 2분기 깜짝실적… 카카오는 거센 추격,5,1
8704,2021.07.20.,평점 낮은 택시 기사 배차 혜택 못 준다는 카카오T 어떻게 생각하십니까,0,0
8705,2021.07.20.,카카오게임즈 ‘오딘’ vs 펄어비스 ‘사막’‘게임주 3위’ 불꽃경쟁,0,0
8706,2021.07.20.,카카오모빌리티 한진과 손잡고 택배사업 진출,3,1
8707,2021.07.20.,카카오T 택배사업도 시동…한진택배와 손 잡았다,0,0
8708,2021.07.20.,쉐이크쉑 한국진출 5년만에 매장 16개…기념 제품도 출시,2,1
8709,2021.07.20.,증권사 전산 먹통되면 기록 남기세요,-1,-1
8710,2021.07.20.,교통에서 모빌리티로… 자동차 산업 제조업을 넘어서다,0,0
8711,2021.07.20.,대신증권 ‘국내주식 선물하기’ 서비스 시작,1,1
8712,2021.07.20.,ESG위원회 만들기는 쉽다…제대로 하는건 어려운 문제다 스페셜 리포트,-2,-1
8713,2021.07.20.,카뱅 공모가 3만9000원 확정…U00A0금융주 시총 3위로 코스피 간다,2,1
8714,2021.07.20.,And 라이프 “에이블리가 내 취향 가장 잘 알아… 그말 듣는 게 목표”,1,1
8715,2021.07.20.,워싱턴 간 최태원 美싱크탱크기업인 만나,0,0
8716,2021.07.20.,몸값 28조 롯데렌탈도 가세…8월 공모주 시장 달아오른다,1,1
8717,2021.07.20.,‘뱅뱅’ 내려온다…몇초 만에 예적금 들었다,-1,-1
8718,2021.07.20.,나스닥 비상장 플랫폼 독립…국내 인기 비상장 바이오는,0,0
8719,2021.07.20.,코스닥 바이오株 장악력 반토막게임친환경2차전지株 약진,-3,-1
8720,2021.07.20.,저녁 8시 안됐는데 성공 5559세 백신 예약 ‘뒷문’ 있었다,2,1
8721,2021.07.20.,ET단상3D 직종 근로자의 유쾌한 반란,1,1
8722,2021.07.20.,ET단상3D 직종 근로자의 유쾌한 반란,1,1
8723,2021.07.20.,네이버 시총 3위 탈환…골드만 목표가 상향,4,1
8724,2021.07.20.,잘 나가는 코스닥 시총 10위 1위 빼고 다 바뀌었다,0,0
8725,2021.07.20.,거리두기 4단계 전 국민 휴무…장난문자에 가슴 철렁,-1,-1
8726,2021.07.20.,시그널 IPO 수요예측 앞둔 카뱅플랫폼 기업 차별점 강조,1,1
8727,2021.07.20.,e커머스 빅3 재편에퇴장하는 1세대,1,1
8728,2021.07.20.,오딘의 카겜 6 급등코스닥 시총 2위 첫 등극,4,1
8729,2021.07.20.,하나카드 모두의 신세계 하나카드 출시,2,1
8730,2021.07.21.,동원그룹 카카오워크 도입스마트워크 시스템 구축,4,1
8731,2021.07.21.,日점령한 카카오 픽코마…전세계 매출순위 7위 찍었다,1,1
8732,2021.07.21.,기로에 선 카카오자회사 상장 약발 끝 VS 쇼핑광고 등 모멘텀 충분,0,0
8733,2021.07.21.,카카오스타일 4050 겨냥 패션 플랫폼 포스티 오픈,1,1
8734,2021.07.21.,다음웹툰 카카오웹툰으로 8월 1일 새출발,1,1
8735,2021.07.21.,네이버 4대 신사업 비중 첫 50 돌파 2분기 깜짝실적… 카카오는 거센 추격,5,1
8736,2021.07.21.,카카오페이 여름 상장 무산,-1,-1
8737,2021.07.21.,금감원 퇴짜 맞은 카카오페이 청약 보름 앞두고 IPO연기,-2,-1
8738,2021.07.21.,다음웹툰 카카오웹툰으로 8월 1일 새출발,1,1
8739,2021.07.21.,승객 평점 낮은 카카오택시 이제 우선 배차 안해준다,-1,-1
8740,2021.07.21.,카카오 평점 낮은 기사 배차혜택 안 준다,2,1
8741,2021.07.21.,엔씨 ‘리니지 형제’ 4년 철옹성 깬 카카오게임즈 ‘오딘’,0,0
8742,2021.07.21.,‘크래프톤’ 중복 청약 가능… ‘카카오페이’ 100 균등 배정,2,1
8743,2021.07.21.,기사 평가를 인기투표로… 與 바우처법 밀어붙인다,-2,-1
8744,2021.07.21.,크래프톤 공모가 49만8000원 유력,0,0
8745,2021.07.21.,유튜브 뮤직 고속성장 국내 서비스 추격,2,1
8746,2021.07.21.,“청약 과열로 마감시간 연장”…한화 스팩 경쟁률 909대1 돌파,4,1
8747,2021.07.21.,데스크 칼럼 정말 IT강국 맞나,0,0
8748,2021.07.21.,공모주 여름 슈퍼대전,0,0
8749,2021.07.21.,엔씨소프트 블레이드소울2 내달 26일 출시,1,1
8750,2021.07.21.,단독 우즈도 쓴 스윙 분석기 美 포어사이트 韓 PEF가 인수,6,1
8751,2021.07.21.,코스닥 1055 연고점 돌파,6,1
8752,2021.07.21.,웰컴저축은행 간편페이 연동 땐 우대금리,0,0
8753,2021.07.21.,IPO 공모가 하향 압박 금감원 정정 요구 갑론을박,-4,-1
8754,2021.07.21.,백신 예약 먹통 칸막이 행정이 원인 과기부 네이버 등과 개선착수,0,0
8755,2021.07.21.,잇써보니갤럭시 탭 S7 FE ‘팬 에디션’이라는 이름에 걸맞는 태블릿PC,0,0
8756,2021.07.21.,거래액 2500억원 네이버 쇼핑 라이브 이유있는 폭풍성장,0,0
8757,2021.07.21.,사랑합니다서로 의지하며 달린 지 15년…내 다리를 쓰이게 해줘 고마워요,2,1
8758,2021.07.21.,게임주 외국인기관 업고 기지개,0,0
8759,2021.07.21.,ESC 사주 봐 드립니다 클하에서,0,0
8760,2021.07.21.,유재석 소속사 이동… 유희열의 ‘안테나’로,0,0
8761,2021.07.21.,RD 상생경영 흔들리는 기업경쟁력…혁신기술 머리 맞댄다,2,1
8762,2021.07.21.,새벽 당일 우린 1시간 내 갑니다… ‘퀵커머스’ 불타는 경쟁,-1,-1
8763,2021.07.21.,단독 ‘깜깜이’ 신용 평가,-1,-1
8764,2021.07.21.,뉴스뉴욕행 노리는 K유니콘들 ‘슈퍼앱 되자’ 안간힘,1,1
8765,2021.07.22.,카카오 왕국…멜론 품은 카카오엔터 기업가치 20조 노린다,1,1
8766,2021.07.22.,기관 수요예측 열기 못 미친 ‘카카오뱅크’ 일반청약왜,-2,-1
8767,2021.07.22.,청약 흥행 카카오뱅크…상장 이후가 걱정,1,1
8768,2021.07.22.,교통사고 더 누가 잘못했나 카카오톡 챗봇으로 검색하세요,0,0
8769,2021.07.22.,3만9000원 카카오뱅크 공모가 확정,0,0
8770,2021.07.22.,교통사고 더 누가 잘못했나 카카오톡 챗봇으로 검색하세요,0,0
8771,2021.07.22.,카카오쏘카티맵…대리운전 어디다 맡길까,-1,-1
8772,2021.07.22.,카카오웹툰 다음달 출격…네이버와 국내시장 전면전,0,0
8773,2021.07.22.,경제포커스 평균 연봉 1억400만원 국민은행에서 생긴 일,0,0
8774,2021.07.22.,강남시선 퍼센트 갈라치기에 빠진 대한민국,-1,-1
8775,2021.07.22.,카뱅 58조 뭉칫돈에 ‘빚투’ 자금 대거 몰려,0,0
8776,2021.07.22.,“SNS로 SOS를…” 해운대구 복지 상담신고 채널 운영,-1,-1
8777,2021.07.22.,기자수첩 공정위 급발진 우려하는 IT,-2,-1
8778,2021.07.22.,또각또각…세계로 걸어가는 동대문 K패션,0,0
8779,2021.07.22.,휴면예금보험금 찾기 서비스 카뱅 58만건 116억원 지급,1,1
8780,2021.07.22.,국내외 57개 대학102개 기업 ‘AI 연구거점’,0,0
8781,2021.07.22.,기자가만난세상 나훈아 콘서트보다 힘든 ‘백신 효케팅’,-2,-1
8782,2021.07.22.,공모주 기대와 거품 사이…대어급 IPO 낚아도 될까요,2,1
8783,2021.07.22.,이동형 제로페이 시대 개막전통시장에 디지털 결제 인프라 깐다,1,1
8784,2021.07.22.,오늘의 증시 메모7월 27일,0,0
8785,2021.07.22.,코로나에도 제2 벤처붐국내 유니콘 15곳 역대 최다,-1,-1
8786,2021.07.22.,삼성證 고액자산 유치 웃음꽃…개인법인 모두 100조 돌파,8,1
8787,2021.07.22.,3년간 스토킹 협박 시달렸는데…피해자 새 주소 유출한 보건소,-8,-1
8788,2021.07.22.,카뱅 공모가 얼마로 책정될까,1,1
8789,2021.07.22.,거품과 기대 사이 ‘공모주’청약해도 될까요,0,0
8790,2021.07.22.,국내 개미 미국 SP500 사고 국내선 곱버스 노렸다,-1,-1
8791,2021.07.22.,신용부채 컨설팅 이용자 신용점수 올랐다,-1,-1
8792,2021.07.22.,그립습니다제철교육보국에 평생 바친 ‘철강왕’… 韓日 경제협력도 일궈,0,0
8793,2021.07.22.,‘그린’으로 바꿔야 산다… 유화업계 탄소중립 박차,1,1
8794,2021.07.22.,백신예약시스템 먹통… 뒤늦게 대기업에 SOS,-2,-1
8795,2021.07.22.,환경부 휴가철 맞아 전기차 고장 충전소 긴급 점검 수리,-1,-1
8796,2021.07.22.,윙크스톤파트너스 P2P 4호 업체 등록,0,0
8797,2021.07.22.,공모주 슈퍼위크가 온다… 100조 역대급 ‘쩐의 대란’,0,0
8798,2021.07.22.,강원도 소상공인 온라인 상점 개설 돕는다,1,1
8799,2021.07.22.,이달부터 중복청약 금지 수수료 건당 2천원 내야,-2,-1
8800,2021.07.22.,9부 능선 넘은 구글 갑질 방지법플랫폼 독점 문제 해결될까,-2,-1
8801,2021.07.23.,단독 금감원 태클에카카오페이 IPO 결국 10월로 늦춰졌다,0,0
8802,2021.07.23.,네이버 신고가 찍었다 카카오 제치고 3위 탈환,1,1
8803,2021.07.23.,박구용의 직관삼성현대보다 네이버카카오,1,1
8804,2021.07.23.,카카오웹툰 내달 1일 국내서도 출시,1,1
8805,2021.07.23.,3만9000원 카카오뱅크 공모가 확정,0,0
8806,2021.07.23.,카카오웹툰 브랜드 모델된 아이유광고 등 다양한 콜라보 예정,0,0
8807,2021.07.23.,주문부터 교환반품상담까지… SK스토아 카톡 고객센터 오픈,1,1
8808,2021.07.23.,단독 2번 찍고 인증하라 한노총도 부정선거 의혹,-2,-1
8809,2021.07.23.,키오스크에 쩔쩔매는 어르신… 로봇 손주랑 카톡부터 배워봐요,-2,-1
8810,2021.07.23.,님의 귀환에 은행 사상 최대 실적…투자자 지갑 두둑해지나,1,1
8811,2021.07.23.,‘조회수 알고리즘’에 좌우되는 사회관계…‘온라인 광장’은 이제 닫혔다 이광석의 디지털 이후 32,0,0
8812,2021.07.23.,모더나 355만명도 먹통인데…40대 이하 1900만명 예약은 어쩌나,-2,-1
8813,2021.07.23.,올 코스피 공모금 5조 돌파… 내달이면 10조도 넘긴다,6,1
8814,2021.07.23.,스톡옵션 뿌리는 인뱅대박 꿈으로 인력유출 단속,0,0
8815,2021.07.23.,한정판 굿즈 중고거래 시장 강타…스타벅스부터 BTS피규어 웃돈 거래,-1,-1
8816,2021.07.23.,매번 ‘자식찬스’ 미안했는데… 이젠 셀카 찍고 ‘뽀샵’도 척척,2,1
8817,2021.07.23.,야놀자 참전에 인터파크 인수전 ‘후끈’…‘레저 플랫폼’ 가치부각 IT강자도 ‘군침’,9,1
8818,2021.07.23.,“기도는 ‘영적 핵폭탄’… 10명 성도와 전화로 중보기도하세요”,0,0
8819,2021.07.23.,KT 시즌올레tv KPOP 콘서트 독점 생중계,-1,-1
8820,2021.07.23.,시그널 1세대 온라인 쇼핑몰 인터파크도 매물로 나왔다,0,0
8821,2021.07.23.,신한카드 개인사업자 CB 허가 획득,1,1
8822,2021.07.23.,단독전통부촌 여의도 굴욕샤넬에르메스 선택은 판교였다,-1,-1
8823,2021.07.23.,며칠몇주새 바뀌지 않아…주도주 쉽게 팔아선 안 된다,1,1
8824,2021.07.24.,카카오뱅크 공모가 고평가 논란에 “1년반 만에 흑자 가능성 증명”,-1,-1
8825,2021.07.25.,네이버는 루이비통 카카오는 샤넬… ‘네카오’ 이번엔 명품대전,-1,-1
8826,2021.07.25.,현대인의 생활 속 성경 읽기… 스마트폰 말고 ‘쪽복음’으로,0,0
8827,2021.07.25.,청약 첫날 매도 리포트 등장 카뱅 흥행 가시밭길 예고,3,1
8828,2021.07.25.,AI혁신허브 사업 삼성구글도 참여,3,1
8829,2021.07.25.,금융지주사 역대 최고 ‘실적 잔치’… 하반기 전망도 ‘쾌청’,2,1
8830,2021.07.25.,hy 이번엔 퀵커머스 도전장,1,1
8831,2021.07.25.,“이번 휴가 근육 만들러 가요” MZ세대 스포츠케이션 붐,0,0
8832,2021.07.25.,“터치로 얼굴합성나만의 영상 SNS서 통하죠””,0,0
8833,2021.07.25.,백화점서 쫓겨난 중년 여성복 모바일선 불타는 청춘,0,0
8834,2021.07.26.,당일 매도 보고서에도…카카오뱅크 청약 100만명 육박,-1,-1
8835,2021.07.26.,단독경찰 카카오택시와 공조해 ‘강간범’도 잡았다,-1,-1
8836,2021.07.26.,네이버카카오 웹툰 전쟁,0,0
8837,2021.07.26.,‘고개 숙인’ 삼성전자하이닉스… ‘거침없는’ 네이버카카오,-2,-1
8838,2021.07.26.,hy카카오엔터 손잡고 ‘배송 물류체계’ 구축한다,3,1
8839,2021.07.26.,개미 카뱅 집중할 때 外人은 카카오,2,1
8840,2021.07.26.,기자수첩시총 18조 카카오뱅크가 가야할 길,0,0
8841,2021.07.26.,카카오벤처스 의료 AI社 딥메트릭스에 투자 결정,1,1
8842,2021.07.26.,카카오그룹 페이뱅크 달고 시총 상위경쟁 나서나,1,1
8843,2021.07.26.,네이버 인건비에 주춤 …시총3위 카카오는 폭풍성장,-2,-1
8844,2021.07.26.,카뱅 공모주 청약에 58조 몰렸다…U00A0청약 경쟁률은 182대 1,-1,-1
8845,2021.07.26.,청소년 마약도박 급증…소년범 3명중 1명은 다시 범죄,-3,-1
8846,2021.07.26.,상반기 신규 투자자 60가 MZ세대,0,0
8847,2021.07.26.,낱말 맞히기 128회,0,0
8848,2021.07.26.,드디어 시작된 IPO 슈퍼위크… 시총 18조 카뱅 청약 스타트,4,1
8849,2021.07.26.,年매출 1조 사업도 “성장성 떨어진다” 정리… 포트폴리오 개편 박차,4,1
8850,2021.07.26.,기관만 2585조 몰려… 카뱅 공모주 ‘핫뜨거’,1,1
8851,2021.07.26.,한마당 흙수저 최고부자,3,1
8852,2021.07.26.,혁신 기업의 2 부족한 혁신 매경포럼,0,0
8853,2021.07.26.,기자24시 야놀자의 도전이 대단한 이유,-1,-1
8854,2021.07.26.,슈퍼리치 포트폴리오 원픽은 삼성전자,1,1
8855,2021.07.26.,손님 태운 자율주행 버스 10월 서울 상암 달린다,1,1
8856,2021.07.26.,확진자 2000명 육박… 정점 아닌 4차 유행 대비 필요,-1,-1
8857,2021.07.26.,“백신 예약서버 빌려달라” 기업에 손 내민 질병청,-3,-1
8858,2021.07.26.,대구대영채비 경북한국차폐기술…지역특화산업 우수,0,0
8859,2021.07.26.,토종 AI투자 파운트 美 상륙…ETF 직접 굴린다,2,1
8860,2021.07.26.,포스코케미칼 2차전지 선도기업 도약엔 디지털트윈 기술 있었다,1,1
8861,2021.07.26.,체질 바꾼 시중은행 이젠 디지털뱅크다,0,0
8862,2021.07.26.,“거품” vs “저평가”… 끊이지 않는 카뱅 공모가 논란,-4,-1
8863,2021.07.26.,단독 인터파크 MA시장 나온다,1,1
8864,2021.07.26.,네이버지도 데이터 소모량 티맵의 25배,0,0
8865,2021.07.26.,호텔 객실 음료 배달까지 알아서 척척 헤럴드 뷰‘로봇’에 꽂힌 젊은 총수들,2,1
8866,2021.07.26.,최태원 회장 9일 ‘기업의 역할’ 오디오 토크쇼,0,0
8867,2021.07.26.,최태원 가족경영 다 옳은건 아니지만 전문경영인은 큰 리스크 감당에 한계,-3,-1
8868,2021.07.27.,카카오뱅크 공모주 청약에 583조 몰렸다,-1,-1
8869,2021.07.27.,웹툰 살아움직이네…카카오 야심작 출격,0,0
8870,2021.07.27.,7말8초 공모주 슈퍼위크카카오뱅크 일반 청약 시작,2,1
8871,2021.07.27.,대구파티마병원 카카오톡으로 진료비 결제 서비스 시작,1,1
8872,2021.07.27.,실외 배달로봇 뉴빌리티 카카오인베스트먼트 전략적 투자 유치,2,1
8873,2021.07.27.,카카오게임즈 ‘오딘’ vs 펄어비스 ‘사막’‘게임주 3위’ 불꽃경쟁,0,0
8874,2021.07.27.,시그널 58조 뭉칫돈 카뱅 중복청약금지BNK 악재 넘었다,-3,-1
8875,2021.07.27.,GS칼텍스의 변신… 주유소 미래 모빌리티서비스 거점으로,2,1
8876,2021.07.27.,사설 창업 당대에 1등 부자 제2제3의 김범수 나와야,3,1
8877,2021.07.27.,카뱅 공모주청약 186만명 58조 몰렸다,0,0
8878,2021.07.27.,펫플스토리 호텔 간 우리 댕댕이 올여름엔 호강하겠네,0,0
8879,2021.07.27.,삼성전자 현존 최고 사양 미니 LED 게이밍 모니터 오디세이 Neo G9 출시,3,1
8880,2021.07.27.,30억짜리 공사가 12억에 재하도급…예고됐던 ‘광주 참사’,-1,-1
8881,2021.07.27.,카뱅 주주 기업들 줄줄이 급등,5,1
8882,2021.07.27.,尹 ‘댓글 특검 연장론’에 친윤 “동조 단식하자” 반윤 “하명인가”,0,0
8883,2021.07.27.,슈퍼리치 최애주식은 삼성전자,2,1
8884,2021.07.27.,카뱅 효과 증시에 다시 뭉칫돈,0,0
8885,2021.07.27.,팬데믹이 뒤흔든 주식부호 랭킹…120위 싹 바뀌었네,-1,-1
8886,2021.07.27.,명품매출 급감 백화점 안도의 한숨 왜,-2,-1
8887,2021.07.27.,1년 만에 돌변한 수익률외인기관에 눌린 ‘동학개미’,0,0
8888,2021.07.27.,잔여백신 대기자들 꼼수 예약에 밀려난다,-2,-1
8889,2021.07.27.,프리미엄 초소형 밥솥으로 MZ세대 사로잡아,1,1
8890,2021.07.27.,힘 빠지는 시총 최상위 공룡들…추격자 마이크로기업 올라타라,2,1
8891,2021.07.27.,AI 허브 꿈꾸는 광주 100번째 기업 유치했다,1,1
8892,2021.07.27.,낱말 맞히기 127회,0,0
8893,2021.07.27.,오늘의 서울 톡,0,0
8894,2021.07.27.,단독 금융위 은행 공동 대출 갈아타기 플랫폼 허용,1,1
8895,2021.07.28.,카카오뱅크 청약 첫날 증거금 12조원 몰려,0,0
8896,2021.07.28.,카카오TV 오리지널 콘텐츠 1년도 안돼 10억뷰 돌파,6,1
8897,2021.07.28.,hy 카카오엔터프라이즈와 물류체계 구축 업무협약…유통전문기업 속도,3,1
8898,2021.07.28.,시총 34위 굳힌 네이버카카오 “하반기 더 오른다”,0,0
8899,2021.07.28.,김범수 이재용 제치고 최고 주식부자,2,1
8900,2021.07.28.,대박 공모주 따로 있네… 맥스트 상장 이틀째 따상상 성공,5,1
8901,2021.07.28.,크래프톤 공모가 49만 8000원… 게임 대장주 유력,0,0
8902,2021.07.28.,하반기 IPO 대어 카뱅… 오늘부터 청약 스타트,3,1
8903,2021.07.28.,카뱅만 있나 장외시장서 토스도 후끈,2,1
8904,2021.07.28.,넷마블엔씨소프트 내달 신작게임 자존심 건 한판 승부,-1,-1
8905,2021.07.28.,BBIG에서 바이오는 주춤… 그럼 이제 ‘BIG’ ,-3,-1
8906,2021.07.28.,카뱅 몸값 18조5천억원에 증시 오른다,1,1
8907,2021.07.28.,하루 한 캡슐 장건강 챙긴다…셀렉스 면역 프로바이오틱스,1,1
8908,2021.07.28.,‘카뱅’ 청약 위한 비대면 계좌… 한국하나투자 27일도 개설,3,1
8909,2021.07.28.,한투 함박웃음…카뱅 투자로 43조 평가이익,4,1
8910,2021.07.28.,재활용 대신 벌금으로 때운 친환경 경영,0,0
8911,2021.07.28.,공정위 DH ‘요기요 매각기한 5개월 연장’ 승인,-1,-1
