,제목,날짜
12000,"[IT] ""제2 이루다 막자""…AI윤리기준 서두르는 IT업계",2021.01.07.
12001,"이마트24, 배달 매장 20배 늘린다…편의점 '배달戰' 격화",2021.01.07.
12002,콘텐츠로 돌파구 찾는 ‘패션·뷰티업계’,2021.01.07.
12003,"권익위 제보자 “당시 박상기 장관, 김학의 불법 出禁 알고도 승인”",2021.01.07.
12004,"힘 부치는 황소개미, 코스피 2% 급락",2021.01.07.
12005,"[단독] ""일주일간 무료 후 전환""···카카오TV 유료 서비스 시동",2021.01.07.
12006,입점업체에 갑질땐 과징금 ‘플랫폼법’ 국무회의 통과,2021.01.08.
12007,[단독] 비밀번호도 안 걸린 軍카톡방…부대정보 줄줄 샜다,2021.01.08.
12008,"너희, 드라마보다 더 드라마야",2021.01.08.
12009,與 “이익공유제 의견 듣겠다” 잇달아 기업들 호출,2021.01.08.
12010,경찰 ‘알페스’ 내사…오픈채팅방 “내역 지워 줄테니 ‘몸캠’ 달라”,2021.01.08.
12011,"AI 챗봇 '이루다' 개인정보 유출 의혹…정부, 조사 착수",2021.01.08.
12012,[fn사설] 이익공유제 어떤 형태이든 기업엔 준조세,2021.01.08.
12013,오랜 글쓰기의 인사이트,2021.01.08.
12014,새해도 '공모주 돌풍'…엔비티 청약 신기록,2021.01.08.
12015,"류준우 보맵 대표 ""올해 온라인보험 점유율 최고 20%까지 올라간다""",2021.01.08.
12016,"이루다 개발사 ""데이터 전량폐기 안한다""",2021.01.08.
12017,김범수·김봉진·방준혁…IT창업자들은 왜 '의장님'이 됐을까,2021.01.09.
12018,넷플릭스법 시행 한달…'망 사용료' 소송 판도 바뀌나?,2021.01.09.
12019,삼성SDI·LGD·금호석유…실적장세 이끌까,2021.01.09.
12020,"코로나 이익 공유제 강행하는 與···野 ""반헌법적 발상""",2021.01.09.
12021,“군수공장에 묻힌 친구들…일본 ‘미안하다’ 한마디면 원이 없겄오”,2021.01.10.
12022,‘실시간으로 골라보고 물어보고’… 비대면 ‘라이브커머스’가 뜬다,2021.01.10.
12023,"쌍용양회 우선주 이상 급등, 작전세력 헛정보에 ‘쪽박’",2021.01.10.
12024,[사설]기술에는 양심이 없다,2021.01.10.
12025,‘120경기콜센터’ 이젠 카톡 상담하세요,2021.01.10.
12026,휴대전화로 세금 내기 더 쉬워진다… 국세청 손택스 서비스 확대,2021.01.10.
12027,스무살 여대생 ‘이루다’는 어쩌다 여성혐오자가 되었나,2021.01.10.
12028,'20살 여대생 AI' 성희롱 처벌 가능할까…'이루다' 논란 쟁점 4가지,2021.01.11.
12029,디지털 전쟁 앞둔 금융권 수장들 `플랫폼 강화` 한 목소리,2021.01.11.
12030,법인택시 운전 경력 없어도 서울서 개인택시 몰 수 있다,2021.01.11.
12031,대어 IPO에 모회사 주가도 상승…‘SK바팜’ 학습효과 올해도,2021.01.11.
12032,은행권 신용대출 재개… 고소득 전문직은 제한,2021.01.11.
12033,"이낙연 ""플랫폼기업 이익공유""…배민·카카오·네이버 '겨냥'",2021.01.11.
12034,"AI 기술보다 뒤처진 법, 차별·혐오 발언 논란 못 막는다",2021.01.11.
12035,"삼성카드, 국내외 언택트소비 위한 간편결제…편의점·커피전문점선 10% 할인",2021.01.11.
12036,"[데스크가 만났습니다]임규창 한국신용카드밴협회장 ""마이데이터 시대, 소비자 최적 데이터 구동 사회 앞당기겠다""",2021.01.11.
12037,"“혐오·차별…비윤리에 개인정보 유출까지” 윤리문제 논란…AI, 어떻게 만들어야 할까",2021.01.11.
12038,개미들 돈보따리 들고 증시로… 올들어 개인자금 16조 증가,2021.01.11.
12039,[낡은규제혁파]④22년 전 장려한 지주사…규제 강화에 '낙동강 오리알' 전락하나,2021.01.11.
12040,"이 시국에 서민 등치는 불법대출 기승…카톡 오픈방 ""5시간 내 급전 OK""",2021.01.11.
12041,"슈퍼개미 이정윤 ""車·배터리株 투자 안늦었다""",2021.01.11.
12042,산업은행 ‘역대급 벤처투자’ 대상은 카카오 계열사?,2021.01.11.
12043,"SNS로 물건 샀는데…늦게 오거나, 안 오거나",2021.01.11.
12044,카카오페이 또 '보류'…적격성 심사에 발목잡힌 마이데이터 사업,2021.01.11.
12045,'보험업 진출' 카카오페이…업계 판도 흔들까,2021.01.11.
12046,"""BMW·애플처럼 이익 공유하자""는 與…기업 ""이익 산정 힘들고 배임 처벌 우려""",2021.01.11.
12047,"코스피, 장중 사상 첫 '3000 고지' 찍었다",2021.01.11.
12048,“위치추적-원격 관리” 초등학생용 스마트폰,2021.01.11.
12049,"전경련 ""이익공유제, 기업 혁신과 성장 유인 약화""",2021.01.11.
12050,"유광열 SGI서울보증 사장, 신용보증 플랫폼 기반으로 디지털혁신 박차",2021.01.11.
12051,"기아차, 카카오모빌리티와 친환경 전기차 보급 위해 '맞손'",2021.01.11.
12052,모바일 연말정산 챗봇과 상담하세요,2021.01.11.
12053,편의점 5만개 시대…장보기·세탁·택배 '多되네',2021.01.11.
12054,"""코로나 피해 구분 어려워…이익 공유 아닌 이익 몰수""",2021.01.11.
12055,"[단독]'이루다' 논란 영향?…롯데, AI스피커 접는다",2021.01.11.
12056,"""자녀 안심폰 나왔다"" U+카카오리틀프렌즈폰4 출시…출고가 25만1900원",2021.01.12.
12057,"카카오톡, 구독 서비스 '이모티콘 플러스' 출시... 월 3,900원",2021.01.12.
12058,"카카오페이, 마이데이터 예비허가 못받아",2021.01.12.
12059,네이버·카카오에서도 국가기술자격증 발급 받는다,2021.01.12.
12060,"작년 매출 신기록 쓴 카카오·엔씨…""올해 더 좋다""",2021.01.12.
12061,"1500만명 쓰는 카카오페이, 中 인민銀 때문에 '마이데이터' 좌절",2021.01.12.
12062,"산은, 국내 첫 '데이터 담보 대출'…이동걸의 '관행 타파' 실험",2021.01.12.
12063,연말정산 간소화서비스 15일부터 이용 가능,2021.01.12.
12064,트릭스터M·세븐나이츠… 두근두근 모바일 ‘플레이’,2021.01.12.
12065,역대급 유동자금·대어급 공모주 대기… 3000선 넘어 가즈아∼ [마이머니],2021.01.12.
12066,[ET단상]공교육 통해 '디지털 문맹' 벗어나야,2021.01.12.
12067,"이낙연 '이익공유제 마이웨이'··· ""ESG 공시 의무화 당겨야""",2021.01.12.
12068,낙태죄 사라지고 낙태거부죄 생긴다? 무법 상태 의사들,2021.01.12.
12069,"존 리 ""달라진 주식문화가 주가 3000 터치 원동력""",2021.01.12.
12070,온라인 플랫폼에서 소통하고 함께 게임하며 가까워지고… 코로나 속 ‘청년 사역 노하우’를 나누다,2021.01.12.
12071,[희망 2021 다시 뛰는 기업들] IT와 데이터 결합…디지털 전환 속도내는 GS,2021.01.12.
12072,24초·31초·5분만에···'두꺼비 굿즈'도 굿!,2021.01.12.
12073,"지란지교컴즈, '쿨알리미' 내달 출시…학부모 접점 넓힌다",2021.01.12.
12074,조였던 신용대출 풀자 하루만에 3000억원 몰렸다,2021.01.12.
12075,"영림원소프트랩, 고객가치사업부 신설…“AI 경영 지원”",2021.01.12.
12076,"카톡, 디지털자산 한곳에 보관.. 이모티콘 구독 서비스 출시",2021.01.12.
12077,"AI 알고리즘 편향성 논란, ‘이루다’가 처음 아니다",2021.01.12.
12078,"그림도 '클릭' 한번에…MZ세대, 경매시장 큰손으로 떴다",2021.01.12.
12079,친밀해진 음성비서…‘사생활 노출’ 감각 무뎌진다,2021.01.12.
12080,"[오픈 이노베이션] 대기업 선호하는 모바일 홈쇼핑 플랫폼 '그립'…""라이브 커머스의 뜨거운 혁신""",2021.01.12.
12081,"구글·넷플릭스 등 주요 부가통신사, 서비스 안정성 확보 의무 기업 지정",2021.01.12.
12082,[낡은규제혁파②]외손녀 남편회사 수백만원 투자에 檢 끌려갈 뻔한 신격호 회장,2021.01.12.
12083,박범계 명예훼손 피소… 사시생들 “대검에 접수 계획”,2021.01.12.
12084,주차장서 스스로 나와 사람 태우고 출발…사람 내리면 알아서 파킹하고 시동 끈다,2021.01.12.
12085,모으면 열린다… 통계 2만여건 쏙 ‘동작 데이터 플랫폼’,2021.01.12.
12086,개인 vs 기관 역대급 공방…캐스팅보트 쥔 外人 ‘귀환 채비’,2021.01.12.
12087,저축銀 간편결제·송금 5배 늘었다,2021.01.13.
12088,"""네이버 살까, 카카오 살까""…고민땐 포트폴리오를 봐라",2021.01.13.
12089,"[fn사설] 카카오 김범수, 한국형 부자 모델 선보이길",2021.01.13.
12090,“웬만하면 다 대박” 기관도 공모주 ‘묻지마 투자’,2021.01.13.
12091,‘마윈 불똥’ 카카오는 보류… ‘꼼수’ 네이버는 통과?,2021.01.13.
12092,‘4분기 어닝시즌’ 상장사 영업익 50% 상승 예상,2021.01.13.
12093,엄마도 두 손 든 습관 바꿔준 '내 손 안의 매니저' [커버스토리],2021.01.13.
12094,1천 고지 앞둔 코스닥…반도체·바이오가 견인,2021.01.13.
12095,‘5조 몸값’ 이베이코리아 매각 본격화,2021.01.13.
12096,<별별 구독경제>‘이모티콘 전성시대’ 월 3900원에 무제한 사용… 대화창에 단어 입력하면 알고리즘이 자동 추천,2021.01.13.
12097,"'업무용 카톡' 만든 카카오 子회사, 1년 만에 기업가치 '1조' 인정(종합)",2021.01.13.
12098,비대면 올라탄 빅데이터…네이버·카카오 ‘구조적 성장’ 페달,2021.01.13.
12099,"카카오톡, 구독 서비스 '이모티콘 플러스' 출시... 월 3,900원",2021.01.13.
12100,"[기고] 영사조력법, 재외국민 보호의 새 지평을 열다",2021.01.13.
12101,연말정산 간소화 서비스 문 내일 열린다,2021.01.13.
12102,불붙은 공모주 시장… 코스닥벤처펀드에도 뭉칫돈,2021.01.13.
12103,"카카오모빌리티-기아차, 전기차 보급 활성화 `맞손`",2021.01.13.
12104,인도엔 '백신의 수도' 인도네시아엔 '유니콘 허브'…아시아 곳곳이 기술도시,2021.01.13.
12105,"'거침없는 상승세' 코스피, 장 초반 3200선 돌파…코스닥은 하락 (상보)",2021.01.13.
12106,‘바이든 랠리’…코스피 최고치 경신,2021.01.13.
12107,‘호빵 경제학’ 올 겨울에도 최고 간식…역대 최고 매출,2021.01.13.
12108,"[人사이트]김지선 생활공작소 대표 ""기본에 충실한 생활용품 재치 더해 고속 성장""",2021.01.13.
12109,쓰러져 의식 없는 환자에 직접 산재서류 요청하라는 한진택배,2021.01.13.
12110,"NH농협손보, 카카오페이와 3대 진단비보험 출시",2021.01.13.
12111,카카오 vs 네이버 '중금리 대출' 진검승부,2021.01.13.
12112,공공 웹사이트서도 `카카오·PASS` 민간 전자서명 이용한다,2021.01.13.
12113,비대면 올라탄 빅데이터…네이버·카카오 ‘구조적 성장’ 페달,2021.01.13.
12114,뜨거운 증시만큼 달궈진 IPO 시장 '흥행 열기' 이을까,2021.01.13.
12115,IT기업들 “이제는 ESG 경영”,2021.01.13.
12116,[Digital+] 식당 주문받던 AI챗봇…이제 코로나블루 치료도,2021.01.13.
12117,성희롱·차별 논란 ‘이루다’ 한 달도 안돼 은퇴 위기,2021.01.14.
12118,카카오톡 지갑에서 모바일 국가기술자격증 495종 제공,2021.01.14.
12119,"""AI 사회적 책임 점검기회"" vs ""규제로 혁신 가둬선 안돼""",2021.01.14.
12120,카카오페이 '디지털 손보사' 출사표...보험시장 판 흔드나,2021.01.14.
12121,"팔만전자 끌고 SK하이닉스 밀고…시총 톱10, 950조 넘어",2021.01.14.
12122,"""대박 웹소설 잡자"" 플랫폼 '쩐의 전쟁' 치열",2021.01.14.
12123,[기고] '혁신 환경' 보호하는 디지털 규제여야,2021.01.14.
12124,<빵요정의 세상의 모든 디저트>버터 대신 식물성 오일 넣어 풍성해진 반죽… 다양한 크림·향과 어울려 ‘부드러운 달콤함’,2021.01.14.
12125,"네이버·카카오, 'FAANG' 따라 다시 날까",2021.01.14.
12126,동네 성범죄자 신상정보… 카톡으로 즉시 확인 가능해져,2021.01.14.
12127,판교 옆 성남 고등지구 새해 첫 '로또 분양',2021.01.14.
12128,"은행→중후장대→4차산업···""코스피는 산업 변화의 거울""",2021.01.14.
12129,디지털 보험 뜨는데…디지털 전업보험사 '초라한 성적표',2021.01.14.
12130,"이익공유제, 배민·네이버 등 플랫폼기업부터 먼저 검토",2021.01.14.
12131,"네이버·카카오 추천뉴스, 사실 여부보다 더 많은 클릭받을 기사 골라",2021.01.14.
12132,"[포토] LG유플러스, 자녀 보호기능 강화 스마트폰 출시",2021.01.14.
12133,네이버 '겨우' 카카오 '아직'…빅테크 마이데이터 '희비',2021.01.14.
12134,"코스닥, ‘2부 리그’ 오명 벗지 못하는 이유",2021.01.14.
12135,신고가 쓴 카카오·네이버…작년 '뜨거웠던 여름' 재현?,2021.01.14.
12136,갈수록 커지는 AI챗봇 ‘이루다’ 의혹… 대화내용 수집과정도 부적절,2021.01.14.
12137,[2030 세상보기] 편리한 세상의 그늘에 남겨진 쓰레기,2021.01.14.
12138,"매출 100억 이상·계약서 의무 교부.. IT업계 ""핀셋규제로 경쟁력 높여야""",2021.01.14.
12139,149개국 동시 출시한 블록체인 게임…한국에서만 안된다,2021.01.14.
12140,`이루다` 개인정보 유출 없다지만…개인정보위 조사 착수,2021.01.14.
12141,제주첨단과학기술단지 2단지 연내 착공,2021.01.15.
12142,"고객 1억6000만명 늘어난 中핀둬둬, 비결은 '선 넘는 쇼핑'",2021.01.15.
12143,"카카오, 신분증·자격증·증명서 `카톡`에 담아",2021.01.15.
12144,`유료 자율주행 서비스` 개막… 카카오 이어 쏘카도 합류,2021.01.15.
12145,구글·네이버·카카오·웨이브 등 6곳 망품질 유지 의무 진다,2021.01.15.
12146,산업은행 ‘역대급 벤처투자’ 대상은 카카오 계열사?,2021.01.15.
12147,‘‘웃겨야 팔린다”…예능형 커머스 대세로,2021.01.15.
12148,"토스 등 7곳 마이데이터 예비허가…카카오페이, 이번에도 문턱 못넘어",2021.01.15.
12149,열기 띤 증시 새해 첫 상장 ‘NBT’···코스피 1호 상장은 ‘솔루엠’ 예정,2021.01.15.
12150,'금융 포청천' 사라지자 '작전' 판치는 증시,2021.01.15.
12151,"""대기업·은행이 펀드 출자해 코로나 이익공유""",2021.01.15.
12152,"‘가구도 구독’…한샘, 모바일 서비스",2021.01.15.
12153,"'웹소설·웹툰 강자' 디앤씨미디어, 1년새 97% 폭등",2021.01.15.
12154,"출금요청 때도, 승인 때도 전산엔 ‘빈칸’이었다",2021.01.15.
12155,"요기요와 카톡하다 날샌다… 결제는 1초, 배달은 감감 무소식",2021.01.15.
12156,웹툰·구독서비스로 락인… 네이버·카카오 플랫폼 또 혁신,2021.01.15.
12157,"""기사님, 전기택시 뭐가 불편하세요?""",2021.01.16.
12158,"LG트윈타워 청소노동자, 시작 아닌 끝이 되어버린 1월1일",2021.01.16.
12159,月3900원에 카톡 이모티콘 15만개 쓴다,2021.01.16.
12160,‘코로나’에도 곳간은 ‘든든’…현금 1천억 이상 상장사 ‘155곳’,2021.01.16.
12161,[기고] 민생사기 방지 특별법 제정하자/서준배 경찰대 행정학과 교수,2021.01.16.
12162,스타워즈·마블·백종원…OTT 전쟁에 구독자는 즐겁다 [테크리뷰],2021.01.17.
12163,"[사설] ‘벤처 1세대’ 김범수, “재벌과 다르다”는 약속 지켜야",2021.01.17.
12164,마주앉아 대화 나누는 것처럼… 이젠 보험상담 챗봇으로 하세요,2021.01.17.
12165,삼성전자 쏠림에 기죽은 중소형 펀드 수익률,2021.01.17.
12166,[기고]디지털화한 '뉴노멀' 시대에 인간성 교감 더하기,2021.01.17.
12167,푸조 전기차 매력 알린다…'푸조 전기 사자' 캠페인 진행,2021.01.17.
12168,안경구입비·월세 자동 공제… 선글라스는 안 돼요,2021.01.17.
12169,이익공유·재난연대세…불붙은 ‘K자 양극화’ 해법 논쟁,2021.01.17.
12170,친환경 전기차 보급 활성화 업무 협약,2021.01.17.
12171,"""김택진 효과?""…엔씨소프트, 게임 이용자 호감도 1위",2021.01.17.
12172,흥행 준비 분주한 IPO시장…'동학개미' 청약 문턱도 낮아져,2021.01.17.
12173,"[임현우의 Fin토크] 유시민, 박상기 그리고 비트코인",2021.01.17.
12174,"업무도 공부도 `집콕`, 이젠 낯설지 않네요",2021.01.17.
12175,"토스·SC제일銀 등 7곳, 마이데이터 예비허가",2021.01.17.
12176,"[마켓인]""소액으로도 '마켓컬리' '무신사' 주주 될 수 있죠""",2021.01.18.
12177,"[단독] 개인정보 유출 논란 ‘이루다’, 서비스 잠정 중단",2021.01.18.
12178,증여·소비세도 '모바일 홈택스'로 신고하세요,2021.01.18.
12179,이루다 말 속에 실존 이름·주소 버젓이…이용자들 “법적 대응”,2021.01.18.
12180,"기업 자율 참여라더니···與, 美 사례 들며 플랫폼 기업 수수료 인하 압박",2021.01.18.
12181,"이재웅·남궁훈, AI '이루다' 논란에 의견 엇갈려",2021.01.18.
12182,"임영진 신한카드 사장 ""올해 순익 절반 디지털 채널서 달성""",2021.01.18.
12183,"개미에게 더 열린 공모주, ‘따상’ 꿈꾸기 전 ‘리스크 체크’ 꼭",2021.01.18.
12184,[이경전의 경영과 과학] '최종 사용자 AI 활용' 시대 선도해야,2021.01.18.
12185,[MK TECH REVIEW] 탕! 공인인증서가 쓰러지고…레이스가 시작됐다,2021.01.18.
12186,판 커지는 증시...외국계·핀테크 증권사 잇달아 출사표,2021.01.18.
12187,토스 등 7개사 마이데이터 예비허가,2021.01.18.
12188,초저가·무료배송… 알리바바 넘보는 中 ‘핀둬둬’,2021.01.18.
12189,"카카오뱅크, 아시아머니 선정 '대한민국 최고 은행'",2021.01.18.
12190,"디지털 전환 속도내는 한투證… ""혁신금융서비스로 고객 저변 확대""",2021.01.18.
12191,차화정→BBIG… 주력 산업 ‘세대 교체’,2021.01.18.
12192,플랫폼기업들 “기업 현실 외면한 이익공유제 반대”,2021.01.18.
12193,오늘의 증시 메모[1월 15일],2021.01.18.
12194,부동산 큰손도 증시로 대이동,2021.01.18.
12195,"與, ‘이익공유제’ 논의 본격화… 野 “반헌법적 발상” 강력 비판",2021.01.18.
12196,"[2021금융소비자대상]""코로나가 당긴 디지털 금융..소비자 친화적 금융사 엄선""",2021.01.18.
12197,“재건축도 편 가르기냐?”…여의도·압구정 주민들 ‘부글부글’,2021.01.18.
12198,급여이체만 하면… 수수료 면제·고금리 적금 우대,2021.01.18.
12199,구글 트래픽 `26%` 압도적 … 網 무임승차 논란 더 커진다,2021.01.18.
12200,‘라이브 커머스’ 인기몰이에 유통업체 앞다퉈 진출 러시,2021.01.18.
12201,"""넥슨 게임에 카카오 플랫폼 활용""…카카오게임즈·넥슨, `소셜마케팅모델` 적용",2021.01.19.
12202,‘개미 외끌이’ 불안감에… 삼천피마저 위태,2021.01.19.
12203,재시동 네이버·카카오…실적·성장성 두 날개로 난다,2021.01.19.
12204,[데스크칼럼]금융사 CEO의 구(舊)년사,2021.01.19.
12205,"""주식 계좌 70%는 대형주로 채워라""…한경 스타워즈 투자대회 챔피언의 '꿀팁'",2021.01.19.
12206,"교통사고 보험사 출동, 영상통화로 대신한다",2021.01.19.
12207,"카카오 ""차별·증오발언 강경 대응""…네 가지 원칙 발표",2021.01.19.
12208,"2030, 통신사 제휴카드가 딱~4050은 학원·병원비 할인카드",2021.01.19.
12209,"[시그널人] ""투자 기업 대박... 코로나가 VC 위상 더 높였죠""",2021.01.19.
12210,내 아이 지켜주는 'U+카카오리틀프렌즈폰4',2021.01.19.
12211,[톺아보기]‘이루다’와 인공지능 윤리,2021.01.19.
12212,<그립습니다>“초라함은 물욕서 나온다”는 말씀… 저의 30년 경찰생활 ‘버팀목’,2021.01.19.
12213,"'김범수의 큰그림' 카카오엔터프라이즈 효자됐다 ""산은에서 1,000억원 유치""",2021.01.19.
12214,기업 공시 사이트 ‘다트’만 봐도 주린이 탈출한다,2021.01.19.
12215,기업 M&A 장벽 낮춘다…'경쟁 사업자' 심사기준 완화,2021.01.19.
12216,‘예금금리 전쟁’… 은행들 깎자 고객 공략나선 인터넷銀,2021.01.19.
12217,공인인증서 사라진 첫 연말정산…“민간인증서 PC서만 돼요”,2021.01.19.
12218,수협서 '마통' 못 뚫는다…금융권 잇달아 대출 조이기,2021.01.19.
12219,실적 장세·개미 코스피行…중소형주 ‘1월 효과’ 실종,2021.01.19.
12220,"""이건 사야해""… 라이언X진라면 콜라보 '광클'로 10분 만에 품절",2021.01.19.
12221,"이랜드, 오프라인 매장을 스튜디오로…라이브커머스 총력",2021.01.19.
12222,공익신고서가 수사기록 수준… 제보자도 조사 받을까,2021.01.19.
12223,韓개미들 일주일새 10조 순매수…삼성전자·LG화학 등 대형株 집중,2021.01.19.
12224,"카카오, 이모티콘 월정액 상품 `이모티콘 플러스` 출시",2021.01.20.
12225,"[총장에게 듣는다]이동훈 서울과기대 총장 ""사회와 기업이 선호하는 대학""",2021.01.20.
12226,"""국민 택시앱 '카카오T'에도 광고"" 수익성 개선 속 일부선 피로감도",2021.01.20.
12227,연초부터 ‘신고가 랠리’… 대형주가 증시 끌어올렸다,2021.01.20.
12228,< ICT >구독경제 시장규모 40兆 … 네이버·카카오도 뛰어들었다,2021.01.20.
12229,"“구글, 한국 인터넷 트래픽의 25% 발생”",2021.01.20.
12230,"[단독] 애플, 5G강국 한국에 손짓…""스노우 같은 대박 앱 또 만들자""",2021.01.20.
12231,"""네이버 살까, 카카오 살까""…고민땐 포트폴리오를 봐라",2021.01.20.
12232,고무줄 김영란법[횡설수설/김선미],2021.01.20.
12233,연말정산·국민신문고 민원 때 패스·카카오 민간 전자서명 쓴다,2021.01.20.
12234,"""3초면 연말정산 접속 끝"" 새 국민인증서 왕좌 노리는 PASS",2021.01.20.
12235,"""딸에게 이젠 새 옷 사주고 싶어요""…코노 사장이 배달 나선 이유",2021.01.20.
12236,[재계 블로그] ‘피 같은 주식’ 나눠 주는 김범수 속사정 있나,2021.01.20.
12237,"카카오, ESG 위원회 신설…위원장에 김범수",2021.01.20.
12238,D-G-S로 내공 다진 젊은 총수들… 한국기업 DNA가 바뀐다,2021.01.20.
12239,"‘서비스 안정 의무’ 넷플릭스법, 올해는 구글·페이스북·넷플릭스 등 6개 업체 적용",2021.01.20.
12240,"“이익공유? 이낙연 대표님, 기업들도 빠듯합니다”",2021.01.20.
12241,"LG에너지솔루션, 그룹 재편에 IPO 속도···올 여름 카뱅 등 대어 격돌",2021.01.20.
12242,"기아차·카카오모빌리티, 전기차 보급 협력",2021.01.20.
12243,[기획]디지털 혁신 블루칩-카카오페이 종이없는 사회 '성큼',2021.01.20.
12244,동서식품 ‘포스트 그래놀라’ 작년 매출 33% 성장,2021.01.20.
12245,"기아차·카카오, 전기택시 보급 확대 '맞손'",2021.01.21.
12246,"[2021금융소비자대상]DB손해보험, 최적 상품·서비스 제공 빅데이터 분석",2021.01.21.
12247,네이버·카카오 이어 KT도 가세했다…불붙은 엔터테인먼트 시장,2021.01.21.
12248,"[2021금융소비자대상]SC제일은행 '금융위원장상'‥""소비자 위한 자산관리""",2021.01.21.
12249,"몸 키우는 인터넷 금융, 살 빼는 시중은행",2021.01.21.
12250,‘김학의 출국금지’ 왜 법무장관 직권으로 하지 않았을까,2021.01.21.
12251,[시그널] LG에너지솔루션 상장 속도낸다...이르면 8월,2021.01.21.
12252,"대구·울산 당첨자, 중도금 대출막혀 '발동동'",2021.01.21.
12253,SNS 플랫폼 거래로 주문했더니 1년째 ‘배송중’,2021.01.21.
12254,MZ와 소통…예능형 쇼핑 '라이브e커머스'뜬다,2021.01.21.
12255,"[히트상품] ""당신의 삶을 지지합니다""…140년 전통 씰리침대 이벤트",2021.01.21.
12256,아파텔도 15억 시대…분양가 2배 뛴 곳 어디,2021.01.22.
12257,"카카오뱅크·토스, 파격 조건 내걸고 상반기 '디지털 인재' 확보 경쟁",2021.01.22.
12258,내달부터 출입명부 전화번호 대신 '개인안심번호' 적는다,2021.01.22.
12259,‘FAANG’의 귀환...네이버·카카오도 다시 뛰나,2021.01.22.
12260,신파일러 잡은 빅테크‥연초부터 중금리 대출 뜨겁다,2021.01.22.
12261,이낙연이 던진 ‘코로나 이익공유제’… 野 “反시장적 발상”,2021.01.22.
12262,자영업자 고군분투할 때 플랫폼 기업은 승승장구,2021.01.22.
12263,지마켓·옥션 매물로 나왔다…몸값 5조,2021.01.22.
12264,"인터넷플랫폼업계, '이익공유제' 신중 검토 필요... “이미 충분한 상생활동 하고 있다”",2021.01.22.
12265,해외체류·항해 중에도 재외국민 지키는 '119 온라인 응급콜',2021.01.22.
12266,"""규제개선 요구에는 귀막고, 이제 돈내라고?""....이익공유제, 부글부글 속끓는 IT업계",2021.01.22.
12267,벼랑끝 선 영화관…e스포츠·오페라 상영 `무한 진화`,2021.01.22.
12268,연초부터 후끈 달아오른 IPO 시장,2021.01.22.
12269,"""지금도 적자인데""…핀테크 업계, 때 아닌 이익공유제 논란에 당황",2021.01.22.
12270,렌터카 가격비교로 중국·일본 등 세계시장 진출 노린다 [유망 중기·스타트업 'Why Pick'],2021.01.22.
12271,"[단독] 땅 매수자 43% '무직'...""보지도 않고 샀다"" 묻지마 투자 87% [기획부동산의 덫]",2021.01.22.
12272,작년 주식·회사채 194조 발행…대형 기업공개·유상증자 효과,2021.01.22.
12273,[유통가 라방시대]③효과 어느 정도길래…미래 성장동력 부각,2021.01.22.
12274,연말정산 간소화 개통… 민간인증서 PC만 가능,2021.01.22.
12275,"개인정보위, `이루다` 개발사 스캐터랩 현장조사…""사내 공유 여부도 파악""",2021.01.22.
12276,디지털 샌드박스 만든다...가상 공간에서 사업화 검증,2021.01.22.
12277,"`이익공유제`로 승부수…이낙연, 지지율 하락세 반전 성공할까",2021.01.23.
12278,제가 읽은 책 소개합니다… 도봉 주민들은 ‘북큐레이터’,2021.01.23.
12279,카드로 결제한 안경구입비 연말정산에 자동 반영,2021.01.23.
12280,'11번가-아마존'·'네이버쇼핑-CJ' 연합...판 키우는 강자들,2021.01.23.
12281,"신한카드 ""순이익 절반 디지털 채널서 달성할 것""",2021.01.23.
12282,[김지현의 IT세상]'뉴노멀' 제시한 CES,2021.01.24.
12283,"LGU+, 5G 최저가 요금제 승부수 띄웠다",2021.01.24.
12284,"페이팔서 비트코인 결제·그랩으로 보험 가입...""초국경 금융 빅뱅""",2021.01.24.
12285,"공정위, 플랫폼공정화법으로 '네이버·카카오' 규제한다",2021.01.24.
12286,"신보재단중앙회, 7월부터 소상공인에 비대면 보증",2021.01.24.
12287,‘한·중 문화교류의 해’에도 기 못펴는 中 소비주,2021.01.24.
12288,10년간 1조 목표 ‘농어촌상생기금’ 4년간 1164억만 걷혀,2021.01.24.
12289,2020년 연 매출 1000억 넘는 벤처 617개사,2021.01.24.
12290,[실전재테크]저금리에 증시활황…변액보험 투자 어때요,2021.01.24.
12291,[시그널] ‘상반기 최대어’ SK바이오사이언스 3월 코스피 간다,2021.01.24.
12292,"""ESG채권 발행 국내 1위…카뱅 상장으로 IPO도 챔피언 될 것""",2021.01.24.
12293,단백질 건기식으로 ‘튼튼 몸관리’,2021.01.24.
12294,올들어 은행 마이너스통장 신규개설 3만건 넘어,2021.01.24.
12295,직장인 신용대출·마통…케이뱅크도 금리 인상…한도는 현행대로 유지,2021.01.24.
12296,'카카오 제국'의 주니어들…몸값만 1兆 이상 9곳,2021.01.24.
12297,외국인 돌아왔다…2000억 순매수에 코스피 사상 최고,2021.01.25.
12298,토스 이어 카뱅도 “경력사원 세자릿수로 뽑소”,2021.01.25.
12299,'빚투 잡아라' 경고에...은행권 신용대출 한도 줄이고 마통 중단,2021.01.25.
12300,"""다시 또 달려볼까""…네이버·카카오 목표주가 '쑥'",2021.01.25.
12301,"[단독] 차규근 “김학의 출국조회는 정보보고 의무, 안 했다면 직무유기”",2021.01.25.
12302,골프레슨도 AI 시대...'AI 코치'가 콕집어 알려준다,2021.01.25.
12303,한중 교류 회복되나···화장품·콘텐츠株 날았다,2021.01.25.
