"","...1","제목","날짜"
"13483",503,"""식자재 관리 디지털화로 소상공인 비용 절감 돕죠""","2022.01.19."
"13484",509,"中 강력한 '제로 코로나'…확진자 없는데 시민 1000만명 전수 검사","2022.01.19."
"13485",541,"[아시아초대석] 이석우 두나무 대표 ""숙원인 해외 진출, 올해가 원년""","2022.01.19."
"13486",549,"'뉴' 윤석열의 특별 지시 ①뜬구름 잡지 말라 ②아이디어 직보하라","2022.01.19."
"13487",583,"‘I PURPLE YOU’ BTS 그 말처럼 보랏빛으로 물들다","2022.01.19."
"13488",591,"기관주문액 '1경' 넘었다…머니 블랙홀 LG엔솔","2022.01.19."
"13489",623,"가치주보다 성장주 고집하는 개미들, 왜?","2022.01.19."
"13490",635,"스노보드 이상호 “실수 통해 배웠죠… 베이징 목표는 金”","2022.01.19."
"13491",673,"삼성證, 퇴직연금 로보어드바이저 첫선","2022.01.19."
"13492",679,"50대 주린이 아저씨, 눈물의 ‘여의도 성적표’","2022.01.19."
"13493",727,"코스피 시총 4.5배 몰린 LG엔솔 수요예측…'역대급' 청약 경쟁 전망","2022.01.19."
"13494",743,"[최경섭 칼럼] 국민연금 수탁위, 기업 발목 잡지말라","2022.01.19."
"13495",755,"연휴 앞두고 급락세 멈춘 코스피... 1.87% 상승 마감","2022.01.19."
"13496",783,"손흥민 연봉 뺨친다…아이들 장난같은데 돈 된다는 '이것'","2022.01.19."
"13497",789,"돌아온 외국인에도 박스피…수급 '삼중고' 언제 해소되나","2022.01.19."
"13498",799,"우세종 된 오미크론… ‘5차 대유행’ 부른다","2022.01.19."
"13499",827,"지난해 이용자 최다 뱅킹앱은 토스","2022.01.19."
"13500",835,"깐깐해진 금융소비자보호 평가…'양호' 받은 3곳은 어디?","2022.01.19."
"13501",851,"롯데홈쇼핑, MZ세대가 만든 '우주프로틴' 론칭","2022.01.19."
"13502",935,"급기야 ‘미접종 식당 가이드’ 등장… ‘좌표찍기’ 혼란 가중","2022.01.19."
"13503",23,"카카오게임즈, 美개발사 240억 투자…""제2 스타크래프트 기대""","2022.01.20."
"13504",57,"내달 기관물량 풀린다…카카오형제들 '조마조마'","2022.01.20."
"13505",77,"네이버·카카오 'NFT 혈전'…NHN도 가세","2022.01.20."
"13506",85,"[단독]""계열사 악재 그만""…칼 빼든 김범수, 카카오 컨트롤타워 만든다","2022.01.20."
"13507",105,"모럴해저드에 개미 '곡소리'···카카오 직원들도 불만 폭발","2022.01.20."
"13508",145,"카카오 '미래 개척' 조직 강화","2022.01.20."
"13509",229,"[사설] 소 잃고 외양간 고치는 카카오 사례, 반면교사 삼아야","2022.01.20."
"13510",253,"[사설] 혁신이 부끄러운 카카오페이 임원들의 모럴해저드","2022.01.20."
"13511",393,"대형 공모주 상장 첫날 또…증권사들 MTS 한때 '먹통'","2022.01.20."
"13512",399,"맷돌로 세 번 간 어메이징 오트…고소함의 본질","2022.01.20."
"13513",413,"LG엔솔 효과… 2차전지株 삼성SDI·SK이노 재평가 받나","2022.01.20."
"13514",451,"해운 담합 과징금 962억…공정위, 해수부 보란듯 때렸다","2022.01.20."
"13515",473,"“안정화 수순” 금융당국 평가 무색… 가계부채 다시 경고등","2022.01.20."
"13516",487,"""대박날 줄 알았는데""…SK바사 직원 9억 벌때 크래프톤 4천만원씩 잃었다","2022.01.20."
"13517",491,"'해운 담합' 과징금 8,000억 → 962억","2022.01.20."
"13518",505,"연준 악재에 우크라이나 리스크… 코스피 2700선도 위협","2022.01.20."
"13519",513,"15년간 운임담합…선사 23곳 과징금 962억 [해상운임 담합 962억 과징금]","2022.01.20."
"13520",539,"‘클린강원 패스포트' 방역패스 가능해진다","2022.01.20."
"13521",553,"연말정산 간소화 서비스 15일 개통…모바일도 간편인증 가능","2022.01.20."
"13522",597,"토스증권 연이은 유상증자...증권가 `메기` 역할 준비중","2022.01.20."
"13523",615,"위메이드, 가상화폐 1600억 미공시 매도… 또 먹튀 논란","2022.01.20."
"13524",627,"[광화문에서/정임수]개미투자자 울리는 新코리아 디스카운트","2022.01.20."
"13525",631,"코스피, 2.56% 급락한 2,720대 마감","2022.01.20."
"13526",667,"코스피 왜 힘 못쓰나 했더니…""LG엔솔 때문"" 말 나오는 이유","2022.01.20."
"13527",669,"신상 1만개씩, 매일 쏟아지는 이곳…1조원치 지름신 다녀갔다","2022.01.20."
"13528",825,"[규제공화국]대세 된 '돈 버는 게임(P2E)' 한국 선 못 달린다","2022.01.20."
"13529",913,"기술력 집결지 된 ‘주차장 플랫폼’… 확보 분주한 기업들","2022.01.20."
"13530",17,"카카오에 무슨일이?…50여일 만에 세번 리더십 바꾼 카카오","2022.01.21."
"13531",45,"카카오뱅크, 예·적금 금리 최대 0.3%P 인상","2022.01.21."
"13532",79,"이재명 ""카카오페이 경영진 `먹튀` 철저히 조사할 것""","2022.01.21."
"13533",331,"LG전자, 트랜스포머 자동차 ‘옴니팟’…내달 10일 실물 공개","2022.01.21."
"13534",347,"금리 오르고 미래실적도 불안… “20년전 닷컴버블 떠올라”","2022.01.21."
"13535",433,"국민연금 대표소송 '키맨' 구성 바뀐다…위원장·사용자위원 교체","2022.01.21."
"13536",447,"[강남시선] 소 잃었으면 외양간이라도 제대로","2022.01.21."
"13537",479,"쿠캣도 꿀꺽…GS리테일, 1년새 13곳 집어삼켰다","2022.01.21."
"13538",497,"[시그널] LG엔솔 후폭풍에…'IPO 대어들' 줄줄이 타격","2022.01.21."
"13539",525,"못난 내 모습도 품어준 긍정맨… 나의 가족이자 친구이자 짝꿍","2022.01.21."
"13540",587,"네이버·신한 가세...판커진 연말정산 민간인증","2022.01.21."
"13541",607,"방통위, '확대되는 메타버스 생태계' 이용자 보호 논의 착수","2022.01.21."
"13542",641,"[단독] ""윤석열 일정·메시지 뒤집기도""… 캠프 업무 전반 관여 의혹","2022.01.21."
"13543",645,"SKT 학습 vs KT 애니 vs LGU+ 캐릭터…통신3사 키즈폰 ‘3색 대전’","2022.01.21."
"13544",663,"SI 업계, 연초부터 미래 먹거리 확보에 속도","2022.01.21."
"13545",687,"[책마을] 사고 싶게 만드는 '브랜딩 성공공식'","2022.01.21."
"13546",805,"“BTS NFT 나온다…K팝·스포츠·미술 팬덤 공략할 것”","2022.01.21."
"13547",179,"카카오, 미래이니셔티브센터 임원 인사 단행","2022.01.22."
"13548",533,"코스피, 13개월만에 2800선 무너져","2022.01.22."
"13549",573,"쓰라린 게임株…발목 잡는 블록체인 모멘텀","2022.01.22."
"13550",59,"카카오 ‘먹튀 방지안’ 내놨다…“임원, 상장 뒤 1년간 주식 매도 금지”","2022.01.23."
"13551",63,"신진작가 키우는 카카오…국내 최대 5억원 내걸어","2022.01.23."
"13552",185,"베일 벗은 카카오의 미래전략…김범수 'MBN'으로 승부수 띄웠다","2022.01.23."
"13553",361,"코스피, 13개월만에 2,800선 붕괴","2022.01.23."
"13554",379,"대선 앞두고 ‘개미’ 중심 정책 요구 커져…시장 영향은","2022.01.23."
"13555",403,"“디지털 전환 박차, 금융의 경계 넘어 글로벌 시장으로 나아갈 것”","2022.01.23."
"13556",417,"미래신사업 이끌 창업·벤처기업 100곳 지원합니다","2022.01.23."
"13557",563,"""설 이후 하루 2만명""…방역체계 전환 코앞","2022.01.23."
"13558",567,"일상이 된 ‘코로나 방역’, 그 뒤엔 첨단 ICT 기술이 있다","2022.01.23."
"13559",651,"'LG엔솔이 안부럽네'…대어급 공모주 '빅3' 온다","2022.01.23."
"13560",731,"오늘의 부고 - 2022년 1월 19일","2022.01.23."
"13561",747,"‘K-임산부’로 돌아온 ‘며느라기2’ [리뷰]","2022.01.23."
"13562",763,"DSR 강화에 신용대출 터는 직장인… 기세 꺾인 '영끌·빚투’ [가계대출 숨고르기]","2022.01.23."
"13563",971,"[사설]서울사랑상품권의 '헛발질'","2022.01.23."
"13564",13,"‘주식 먹튀’ 논란 카카오, 경영진 대폭 물갈이","2022.01.24."
"13565",15,"카카오·네이버 판 외국인이 집중적으로 산 종목들","2022.01.24."
"13566",25,"[사설]카카오, 상생 진정성 보여야","2022.01.24."
"13567",31,"카카오게임즈, '스타크래프트' 개발진이 차린 회사에 240억 원 투자","2022.01.24."
"13568",41,"'日 만화 점령' 효과…카카오픽코마, 전세계 앱 매출 6위","2022.01.24."
"13569",81,"의료정보 플랫폼 제이앤피메디, 카카오 등서 20억 투자 받아","2022.01.24."
"13570",117,"NFT 판 키우는 카카오-네이버… 다음 주자는 크래프톤","2022.01.24."
"13571",123,"李 “카카오페이 경영진 먹튀, 철저히 조사”…개미투자자 공략","2022.01.24."
"13572",155,"FIU, 코인거래소·카카오페이·카지노 등 전방위 점검","2022.01.24."
"13573",183,"카카오의 미래, '남궁훈 사단'에 맡겼다…""팬의 물결로 韓 IT 새도약""","2022.01.24."
"13574",267,"증시 최악일 땐 어떡하죠…""시장 안좋을땐 쉬는 것도 투자""","2022.01.24."
"13575",269,"“간편결제 수수료 합리적 기준 산정을”","2022.01.24."
"13576",293,"MZ세대 맞춤형 TV, 이렇게 진화했다","2022.01.24."
"13577",305,"LG 자율주행차 콘셉트 모델 실물 첫 전시","2022.01.24."
"13578",307,"공포의 투매…아시아 증시 '검은 화요일' [증시패닉 잠 못드는 개미]","2022.01.24."
"13579",315,"크래프톤 공모가보다 40%↓…자사주 사들인 IT기업 직원들 '멘붕'","2022.01.24."
"13580",323,"‘IPO대어’ LG엔솔, 팔수록 성공?","2022.01.24."
"13581",325,"같은 날 ‘기울어진 운동장’ 언급한 두 수장","2022.01.24."
"13582",327,"""빅테크 간편결제 수수료, 공시 시스템 만들 것""","2022.01.24."
"13583",333,"설명절 도넛·커피 ‘선물세트’ 던킨에서 만나요","2022.01.24."
"13584",339,"尹 ""주식양도세 폐지"" 공약… 증권거래세는 유지","2022.01.24."
"13585",341,"동학·서학·코인 개미 ""죄다 피눈물""…패닉셀링 공포는 이제 시작(종합)","2022.01.24."
"13586",353,"[마켓인]국민연금, 포스코 물적분할에 찬성…지주사 전환 청신호","2022.01.24."
"13587",357,"LG엔솔 효과…마통, 이틀간 7조원 늘었다","2022.01.24."
"13588",363,"넷플릭스 -43%, 줌 -73% 뚝… 테크주 반토막, 코로나 파티 끝났나","2022.01.24."
"13589",365,"띠링~ 알림 올 때마다 자동 손…○○ 설정만 하면 ‘시간 부자’","2022.01.24."
"13590",367,"[기획] LG엔솔 `첫날 32조` 역대최대 뭉칫돈","2022.01.24."
"13591",385,"[판교는 지금] 역대급 실적에도 주가는 바닥…IT·게임 업계 전전긍긍","2022.01.24."
"13592",431,"“사이클 석달, 한우 사먹을 돈 생겼네” 토큰 이코노미 뜬다","2022.01.24."
"13593",455,"백신접종 부작용 인과성 불충분해도 '예외 대상'","2022.01.24."
"13594",457,"생일 선물로 막걸리를? 온라인 날개 달고 ‘샴걸리’ 인기 폭발","2022.01.24."
"13595",471,"자본 50억 투자사가 7조 '뻥튀기 베팅'…경을 친 LG엔솔 청약","2022.01.24."
"13596",477,"“서울사랑상품권 티머니페이로 구입”","2022.01.24."
"13597",507,"서울교통공사 “지하철 노후시설 교체 4914억 투입”","2022.01.24."
"13598",529,"KT '메타버스·NFT' 신한 '금융데이터' 협업···""약점 채워줄 깐부""","2022.01.24."
"13599",535,"‘첫날 32조’ LG엔솔 역대급 흥행… 사상 첫 100조 달성 전망 [LG엔솔 청약 열풍]","2022.01.24."
"13600",543,"[보안 칼럼]이메일 잘못 클릭하면 내 계좌가 털리고, 회사가 망할 수 있다고?","2022.01.24."
"13601",603,"[단독] 신종 해킹 '심 스와핑' 모르고… ""유심이 어떻게 복제되나"" 피해 신고 안 받은 경찰","2022.01.24."
"13602",653,"[현장에서]SG 빠진 ESG","2022.01.24."
"13603",661,"CJ온스타일 홈쇼핑 모금방송 ‘사랑을 주문하세요’ 200회 돌파","2022.01.24."
"13604",703,"[부음] 이용길씨 별세 외","2022.01.24."
"13605",709,"[단독]공수처 尹팬카페 털고, 중앙일보 편집국 단톡방 뒤졌다","2022.01.24."
"13606",723,"제육으로 복음을... 연남동에 '천국' 만든 남자","2022.01.24."
"13607",759,"확 바뀐 뱅크샐러드…가상자산·포인트 자산 데이터도 연동 개시","2022.01.24."
"13608",855,"얼마인지도 모른 채 소멸되던 마일리지…與 제도 개선 공약","2022.01.24."
"13609",885,"李의혹 제보자 측 “건강 이상? 열흘전 식사때도 밥 깨끗이 비웠다”","2022.01.24."
"13610",973,"SC제일은행, 아시아머니 최고 글로벌 은행에 선정","2022.01.24."
"13611",3,"'창사 최대 위기' 카카오 구원투수로 나선 남궁훈","2022.01.25."
"13612",11,"김범수, 카카오 ‘모래알 계열사’ 다잡기 나선다","2022.01.25."
"13613",29,"NFT마켓 뜬다, 카카오·두나무·라인에 빗썸까지 만지작","2022.01.25."
"13614",35,"서울제로페이, 신한카드·카카오 품에 안겼다…시민들 ‘불만’","2022.01.25."
"13615",61,"[단독] 카카오T 대항마, 대구 택시업계 새 판 짜러 '대구로' '온다'","2022.01.25."
"13616",279,"'K-유니콘'지원 스타트업, 2년여만에 2.2조 후속투자 받았다","2022.01.25."
"13617",297,"1년 끌더니 결국 중징계···삼성금융 '마이데이터' 못 쓴다","2022.01.25."
"13618",299,"""LG엔솔부터 카페까지…거래소 각종 논란 신중 검토""(종합)","2022.01.25."
"13619",301,"""물적분할 후 '쪼개기 상장'... 투자자보호 강화 방안 검토""","2022.01.25."
"13620",303,"정관장, ""오늘 구매하면 당일배송""","2022.01.25."
"13621",311,"‘초미의 관심’ LG엔솔 상장…‘따상 데뷔’는 없었다","2022.01.25."
"13622",317,"""힘들어도 먹고는 살아야지""…증시 급락에도 식품주 선방","2022.01.25."
"13623",321,"""LG엔솔 담을 펀드 줄섰다…첫날 급등할 듯""","2022.01.25."
"13624",329,"“쪼개기 상장 때 주주 손해 없게 보완 검토”","2022.01.25."
"13625",337,"114조원·442만명 몰린 LG엔솔, IPO 역사 새로 썼다","2022.01.25."
"13626",349,"“차가 곧 집” 미래 자율차 ‘LG옴니팟’ 첫 실물 공개","2022.01.25."
"13627",359,"화장품 게임 차부품주 줄줄이 실적 경고등…""코스피 2600 갈수도""","2022.01.25."
"13628",375,"부산 여야 대선 선대위 ‘세 불리기’ 대결","2022.01.25."
"13629",411,"'역대급 IPO' 대표 주관한 KB증권, 주식·채권발행 모두 1위 오르나","2022.01.25."
"13630",425,"[단독]사찰 논란 공수처, 슬그머니···'이성윤 공소장' 수사 중단","2022.01.25."
"13631",429,"대구시, 인공지능 스마트교통체계 구축 나선다","2022.01.25."
"13632",443,"싸게 돈 빌려준다고 유혹하더니…은근슬쩍 금리 올린 인터넷은행","2022.01.25."
"13633",461,"원격진료 350만번 받았지만 여전히 '안갯속'","2022.01.25."
"13634",537,"연말정산 821명 개인정보 누출… 국세청, 4일간 모르다 늑장 발표","2022.01.25."
"13635",547,"대형은행보다 못한 인뱅 대출?… 최고 금리 연 10% 육박","2022.01.25."
"13636",569,"""LG엔솔 흥행 이어 올해 IPO시장 석권할것""","2022.01.25."
"13637",601,"은행들이 '북극곰' '두더지'에 빠진 이유는","2022.01.25."
"13638",609,"패션플랫폼 錢성시대···무신사 거래액 2.3조","2022.01.25."
"13639",625,"금융당국, 4대 코인거래소 연말까지 '돈세탁' 검증한다","2022.01.25."
"13640",633,"[단독] 미래에셋증권, 전자투표 사업 접는다","2022.01.25."
"13641",969,"전기車 충전소 상황 실시간 공유… 입소문 타고 이용회원 급증 [유망 중기·스타트업 'Why Pick']","2022.01.25."
"13642",1,"카카오, 오픈소스 국제표준 인증 받다","2022.01.26."
"13643",5,"국민주에서 ‘국민 밉상주’로…카카오가 불러온 3가지 질문","2022.01.26."
"13644",21,"카카오 ‘툭’… 먹튀 논란·탈세 의혹에 장중 9만원 붕괴","2022.01.26."
"13645",27,"‘카카오 구원등판’ 남궁훈… 100개 계열사 관리·메타버스에 달려","2022.01.26."
"13646",33,"카카오, '카카오메이커스' 농가 상생 프로젝트 확대","2022.01.26."
"13647",37,"위기의 카카오, '메타버스 퍼스트'로 돌파한다","2022.01.26."
"13648",39,"[노트북을 열며] 테슬라와 카카오페이","2022.01.26."
"13649",51,"다크초콜릿 ‘카카오 폴리페놀’ 성분 성인병 예방효과","2022.01.26."
"13650",107,"카카오페이, 연령별 자료 제공…또래와 자산비교 가능","2022.01.26."
"13651",273,"전 세계 빅테크 기업 NFT ‘눈독’","2022.01.26."
"13652",277,"코스피 바닥 치고 있는데… LG엔솔 '따상' 갈 수 있을까","2022.01.26."
"13653",281,"‘스톡옵션 대박’ 부풀었던 IT-게임 업계, 이젠 손실 걱정","2022.01.26."
"13654",285,"물적분할 잔혹사…손병두 “자회사 상장 때 모회사 주주 의견 챙기겠다”","2022.01.26."
"13655",289,"'모두의 마블' NFT 게임 플랫폼으로…방준혁 “진화된 메타버스 구축할 것""","2022.01.26."
"13656",319,"“물적분할 기업 상장 심사 때… 모회사 주주 의견 반영 검토”","2022.01.26."
"13657",335,"“‘킹나무’ 사람 언제 뽑아요?”…IT업계 ‘스토브리그’ 후끈","2022.01.26."
"13658",343,"""신뢰회복 급하다""...김범수가 위기때 마다 찾은 그사람 '재등판'","2022.01.26."
"13659",351,"떨어지는 칼날 잡고…곡소리 커진 개미들","2022.01.26."
"13660",383,"귀성 못해도…지자체 장터서 고향 선물로 마음 나누세요","2022.01.26."
"13661",395,"니치 향수에 꽂힌 MZ세대 “트렌디하고 젊은 감각”","2022.01.26."
"13662",409,"[단독]먹튀 안돼…상장사 경영진, 자사주 처분 계획 미리 알려라","2022.01.26."
"13663",415,"1등 카드사 안주 않고 '신한플레이' 비금융 탑재…생활금융플랫폼 도약","2022.01.26."
"13664",421,"명절 앞두고 ‘모바일 설선물’ 매출 급성장","2022.01.26."
"13665",435,"기부도 코인시대…위메이드, 고대에 10억","2022.01.26."
"13666",437,"끝없는 악재 쓰나미에…1월 증시 '휘청'","2022.01.26."
"13667",441,"‘빠르게 실패하기’ 카뱅 금융기술硏 과감한 도전","2022.01.26."
"13668",449,"악재 휘몰아친 시총...순위 지각변동","2022.01.26."
"13669",467,"메타버스 경쟁의 핵심은 커뮤니티…게임, 빅테크 새 격전지로","2022.01.26."
"13670",469,"서울사랑상품권 ‘가맹점 QR 정보’ 놓고…시-제로페이 갈등","2022.01.26."
"13671",499,"포스코, 배터리·수소 등 친환경·신소재 그룹 전환…기업가치 도약(종합)","2022.01.26."
"13672",561,"압도적인 KEDI 30…올해 영업익 40% 뛴다","2022.01.26."
"13673",837,"현대오일뱅크·SSG닷컴·마켓컬리… 올해도 ‘IPO 대어’ 줄줄이 출격 준비","2022.01.26."
"13674",945,"[뉴스 줌인] 간편결제 수수료 논란 등 빅테크 정면대응 ""혁신 발목 잡지 말아야""","2022.01.26."
"13675",19,"절체절명 카카오… ‘원톱’ 남궁훈 뉴리더십으로 경영 쇄신","2022.01.27."
"13676",53,"카카오發 스톡옵션 개선하나…LTV 상향은?","2022.01.27."
"13677",261,"홈택스 연말정산 사이트서 수백명 개인정보 유출","2022.01.27."
"13678",265,"국세청 연말정산 로그인 오류 발생···821명 개인정보 유출","2022.01.27."
"13679",271,"“간편결제 수수료 합리적 기준 산정을”","2022.01.27."
"13680",275,"""급매로 파느니 맞교환""…세법 허점 노린 일시적 2주택자","2022.01.27."
"13681",283,"코로나로 설에도 집콕? 모처럼의 ‘몰아보기’ 찬스","2022.01.27."
"13682",291,"자율주행 콘셉트카 'LG 옴니팟' 내달 전시","2022.01.27."
"13683",295,"설연휴 증상 땐…전국 선별진료소서 무료로 '신속항원검사'","2022.01.27."
"13684",309,"""투자 할 데가 없다""…LG엔솔發 마통 대출, 은행으로 회군","2022.01.27."
"13685",313,"광고보면 공짜영화, OTT 비교 검색…SKB 셋톱박스 '진화'했다","2022.01.27."
"13686",355,"카뱅·크래프톤 보호예수 풀린다…""비중 줄여야 할 때""","2022.01.27."
"13687",369,"[여의춘추] 금융업에 중대재해처벌법이 도입된다면","2022.01.27."
"13688",381,"위메이드, 위믹스 소각 계획에 8% 급등","2022.01.27."
"13689",397,"자녀 이름으로… 적금 깨 실탄 마련… LG엔솔 공모주 청약 ‘전운’","2022.01.27."
"13690",407,"LG엔솔 청약 놓쳤다고요?…아직 막차는 남아있습니다","2022.01.27."
"13691",445,"특고 이어 플랫폼 종사자까지 '파업 공화국' 되나","2022.01.27."
"13692",465,"'청약개미' 237만명 몰렸다…LG엔솔, 공모 새 역사","2022.01.27."
"13693",475,"손병두 “쪼개기 상장-주식 먹튀 적극 대처”","2022.01.27."
"13694",481,"[지평선]<U+00A0>LG엔솔 공모 열풍과 부동산","2022.01.27."
"13695",485,"만화 플랫폼 픽코마, 세계 모바일앱 6위","2022.01.27."
"13696",579,"[시그널] '장외 몸값' 8조 케이뱅크 IPO 시동","2022.01.27."
"13697",693,"로봇시스템이 주차까지… GTX 등 교통호재도","2022.01.27."
"13698",701,"호텔이야, 자동차야… 미래모빌리티 ‘LG옴니팟’","2022.01.27."
"13699",9,"이제 반려동물도 택시 부른다... ‘카카오 T 펫’ 3월 운행","2022.01.28."
"13700",263,"""차택근무도 되겠네요""…LG의 미래 자율주행차","2022.01.28."
"13701",371,"114조·440만건 몰렸다… IPO 신기록 쓴 LG엔솔 [IPO 새 역사 쓴 LG엔솔]","2022.01.28."
"13702",387,"[디지털금융의 그늘]②브레이크없는 점포 폐쇄…'공동점포 논의도 제자리","2022.01.28."
"13703",419,"금감원장 ""스톡옵션 `먹튀 논란` 없도록 제도 개선""","2022.01.28."
"13704",423,"K청춘·좀비·사극.. 재밌다는 거 다 보려면 5일도 짧구나~ [2022 볼만한 설]","2022.01.28."
"13705",427,"60대 표심잡기 나선 李… “연금 지급 전까지 年120만원 장년수당”","2022.01.28."
"13706",489,"청약 증거금 114조 원… LG에너지솔루션, IPO 기록 ‘찢었다’","2022.01.28."
"13707",495,"시중은행 수신금리 줄인상…국민·부산은행도 동참","2022.01.28."
"13708",519,"[팬데믹2년]본격화한 비대면 세상…디지털 전환이 기업 성패 갈랐다","2022.01.28."
"13709",545,"개인정보 담긴 정부시스템 수두룩… “유출은 공무원 맘먹기 나름”","2022.01.28."
"13710",611,"게임 즐기며 돈 버는 ‘P2E’… “국내 사행성 우려” 불법 규정이 변수","2022.01.28."
"13711",683,"KT 금융플랫폼 LGU+ 데이터 SKT 메타버스…‘脫통신’ 신사업 총력전","2022.01.28."
"13712",795,"주가 급락에 피 마르는 투자자…""테크기업, 성공 만능주의 빠졌나""","2022.01.28."
"13713",813,"""야 너두 할수 있어"" 영어아닌 '이것' 민다…반년만에 100억매출 대박","2022.01.28."
"13714",7,"남궁훈 ‘원톱 쇄신’… 카카오 신뢰 회복할까","2022.01.29."
"13715",287,"SPC 배스킨라빈스, 설 명절 맞아 ‘그레잇 31데이’","2022.01.29."
"13716",193,"카카오 QR체크인 서비스 먹통… 점심시간 시민 불편","2022.02.02."
"13717",637,"‘최고 10%’ 고금리 청년희망적금, 인뱅 3사엔 왜 없을까","2022.02.02."
"13718",785,"점점 짧아지는 금융위 핀테크 국장 임기","2022.02.02."
"13719",871,"토막주된 게임주…대안된 메타버스","2022.02.02."
"13720",889,"SK네트웍스, 블록체인 사업 시동","2022.02.02."
"13721",891,"자가진단키트 한 줄 나와야 출근… 기업들 ‘방역 고삐’","2022.02.02."
"13722",895,"증시 등지는 개미 LG엔솔·현대차는 '줍줍'","2022.02.02."
"13723",929,"병맛개그 가득한 흑인 홍길동이 떴다…황혼의 무사처럼 이현세가 돌아왔다","2022.02.02."
"13724",943,"인터넷뱅크 3사 직원 1635명 중 대졸 공채 15명뿐","2022.02.02."
"13725",945,"李 “코로나 봉쇄 불가능… ‘경제 부스터샷’으로 피해 최소화”","2022.02.02."
"13726",951,"규개위 통과한 인앱결제법…구글·애플 '꼼수'에 재개정 목소리 고조","2022.02.02."
"13727",979,"[사설] 민간기업 채용 독려하는 정부, 반토막난 공기업 채용도 돌아보라","2022.02.02."
"13728",981,"[해외 주식투자 ‘120조원 시대’]국내 증시에 ‘배신’ 당한 개미들, 롤러코스트 장세에도 나스닥으로 몰렸다","2022.02.02."
"13729",993,"우크라 전운 고조…경제안보 핵심 품목 200개 비축 늘린다","2022.02.02."
"13730",91,"기대 너무 컸나…실망감 커진 카카오 ‘새 주주환원’","2022.02.03."
"13731",101,"“탈모 나쁘지 않네”…남궁훈식 소통에 확 달라진 카카오","2022.02.03."
"13732",141,"기대 너무 컸나…실망감 커진 카카오 ‘새 주주환원’","2022.02.03."
"13733",163,"""카카오엔터·SK쉴더스…올해 IPO도 역대급""","2022.02.03."
"13734",167,"“큰 힘엔 큰 책임감”… 카카오·네이버 등 한국 빅테크에 경종","2022.02.03."
"13735",481,"[시론]기업 혁신 가로막는 정부 규제 정비해야","2022.02.03."
"13736",701,"‘왕따’에서 ‘뇌섹남’으로…뇌과학자가 NFT에 꽂힌 이유 [추기자의 속엣팅]","2022.02.03."
"13737",709,"DSR 등 총동원하고도 가계빚 관리 실패… 금융혁신은 성과","2022.02.03."
"13738",711,"SK네트웍스,블록체인 사업 강화…해시드와 스타트업 발굴·투자협력","2022.02.03."
"13739",717,"토스뱅크, 이달 개인사업자 신용대출 출시","2022.02.03."
"13740",725,"증권사 추천주 왜 이래…코스피보다 더 떨어졌네","2022.02.03."
"13741",727,"[fn사설] 정부가 하는 택시 플랫폼은 하책 중의 하책","2022.02.03."
"13742",729,"웹케시그룹 “서울페이 사태 비즈플레이와 무관…데이터 이관 협조 중”","2022.02.03."
"13743",735,"코로나가 바꾼 '비대면 유세전' 22일간 돌입 [대선 D-22]","2022.02.03."
"13744",749,"기업·관가 '오미크론 연휴' 경계령","2022.02.03."
"13745",759,"조폐공사, 카톡으로 ‘미니 골드바’ 판다","2022.02.03."
"13746",763,"'美인플레 공포' 덮친 증시…코스피 버팀목은 외인","2022.02.03."
"13747",769,"모호한 ‘넷플릭스 무임승차 방지법’…올해 웨이브 빠진 이유","2022.02.03."
"13748",781,"[김동호의 시시각각] 숲 안 보고 나무만 보는 대선 공약","2022.02.03."
"13749",813,"대구형 배달앱 ‘대구로’, “올해 배달 플랫폼→생활편의 플랫폼으로 도약”","2022.02.03."
"13750",855,"주가 올랐다는데 왜 나만 손해봤지? ‘착시 주식’입니다","2022.02.03."
"13751",885,"자율주행택시, 내달 강남 달린다","2022.02.03."
"13752",903,"JPG 파일에 스토리 담으니 '억'…NFT 투자해볼까","2022.02.03."
"13753",909,"""투자는 시작일 뿐"" 요기요·쿠캣 인수 GS리테일 큰 그림은?","2022.02.03."
"13754",927,"[시론]스톡옵션 유감","2022.02.03."
"13755",995,"""금리인상 수혜""…은행주 담은 외국인","2022.02.03."
"13756",161,"하필 또 점심 피크에…카카오 QR체크인 ‘먹통’","2022.02.04."
"13757",175,"“카카오T, 게 섰거라” 공공 택시호출앱의 질주","2022.02.04."
"13758",177,"웹툰 원작, OTT서 잘나가네…네이버·카카오 '원천 스토리' 키운다","2022.02.04."
"13759",197,"번개장터 키운 고시촌 청년창업가...투자사 CEO로 변신한 이유","2022.02.04."
"13760",713,"구글·넷플릭스에 망 품질 유지 의무화","2022.02.04."
"13761",755,"[포토] 국내·외 미래 모빌리티 기술이 한자리에","2022.02.04."
"13762",807,"[홍길용의 화식열전] 증시부진 인플레 탓?…기관 수급이 더 문제","2022.02.04."
"13763",827,"커피쿠폰 대신 영양제 선물… MZ세대 “젊을때부터 건강 챙기죠”","2022.02.04."
"13764",853,"네이버, 중소상공인 지원 스타트업 2곳에 투자","2022.02.04."
"13765",869,"지영조 현대차그룹 사장 ""모빌리티 혁신 위해선 메타버스 필수""","2022.02.04."
"13766",881,"중증병상 대란 이어 이제 재택치료 구멍… ""정부, 말로만 준비""","2022.02.04."
"13767",893,"국내 유력 VC 대표 9인이 본 올해 스타트업 시장 전망은","2022.02.04."
